symbol,strategy,start_date,end_date,平均騰落率,平均勝率,平均取引日数,平均期待損益率,一日当たりの期待損益率平均,平均期待損益率long,一日当たりの期待損益率平均long,平均期待損益率short,一日当たりの期待損益率平均short,取引当たりの平均日数,平均取引数
AUDJPY,超短期ボリンジャー15日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,-3.88,34.88,302.0,-0.04,-0.01,-0.04,-0.01,-0.04,-0.01,3.51,86.0
AUDJPY,超短期ボリンジャー14日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,-3.94,35.9,262.0,-0.05,-0.01,-0.05,-0.02,-0.05,-0.01,3.36,78.0
AUDJPY,超短期ボリンジャー15日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,-4.02,38.89,366.0,-0.03,-0.01,-0.06,-0.02,-0.01,0.0,3.39,108.0
AUDJPY,超短期ボリンジャー12日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,-4.17,37.7,208.0,-0.07,-0.02,0.03,0.01,-0.15,-0.04,3.41,61.0
AUDJPY,超短期ボリンジャー7日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,-4.19,37.27,545.0,-0.02,-0.01,-0.05,-0.02,0.01,0.0,3.39,161.0
AUDJPY,超短期ボリンジャー11日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,-4.21,33.56,512.0,-0.02,-0.01,-0.02,-0.01,-0.03,-0.01,3.44,149.0
AUDJPY,超短期ボリンジャー3日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,-4.36,36.54,332.0,-0.04,-0.01,0.02,0.01,-0.11,-0.03,3.19,104.0
AUDJPY,超短期ボリンジャー11日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,-4.37,38.28,436.0,-0.03,-0.01,-0.07,-0.02,0.01,0.0,3.41,128.0
AUDJPY,超短期ボリンジャー5日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,-4.37,35.96,378.0,-0.04,-0.01,-0.08,-0.03,0.02,0.01,3.32,114.0
AUDJPY,超短期ボリンジャー11日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,-4.41,40.0,231.0,-0.07,-0.02,-0.04,-0.01,-0.1,-0.03,3.55,65.0
AUDJPY,超短期ボリンジャー14日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,-4.44,35.56,313.0,-0.05,-0.01,-0.08,-0.02,-0.02,-0.01,3.48,90.0
AUDJPY,超短期ボリンジャー11日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,-4.52,36.96,316.0,-0.05,-0.01,0.05,0.01,-0.13,-0.04,3.43,92.0
AUDJPY,超短期ボリンジャー4日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,-4.77,34.04,451.0,-0.03,-0.01,-0.06,-0.02,0.01,0.0,3.2,141.0
AUDJPY,超短期ボリンジャー10日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,-5.04,37.04,373.0,-0.04,-0.01,-0.09,-0.03,0.01,0.0,3.45,108.0
AUDJPY,超短期ボリンジャー9日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,-5.04,37.5,244.0,-0.07,-0.02,-0.15,-0.05,0.01,0.0,3.39,72.0
AUDJPY,超短期ボリンジャー15日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,-5.09,31.58,258.0,-0.06,-0.02,-0.03,-0.01,-0.09,-0.02,3.39,76.0
AUDJPY,超短期ボリンジャー3日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,-5.22,29.11,256.0,-0.06,-0.02,-0.02,-0.01,-0.11,-0.03,3.24,79.0
AUDJPY,超短期ボリンジャー3日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,-5.3,31.87,287.0,-0.06,-0.02,-0.02,-0.01,-0.11,-0.03,3.15,91.0
AUDJPY,超短期ボリンジャー5日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,-5.38,34.69,468.0,-0.03,-0.01,-0.07,-0.02,0.0,0.0,3.18,147.0
AUDJPY,超短期ボリンジャー2日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,-5.42,31.15,204.0,-0.09,-0.03,0.14,0.04,-0.28,-0.09,3.34,61.0
AUDJPY,超短期ボリンジャー3日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,-5.42,35.19,340.0,-0.05,-0.02,0.0,0.0,-0.1,-0.03,3.15,108.0
AUDJPY,超短期ボリンジャー6日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,-5.46,36.11,483.0,-0.03,-0.01,-0.06,-0.02,0.0,0.0,3.35,144.0
AUDJPY,超短期ボリンジャー8日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,-5.52,34.26,364.0,-0.05,-0.01,-0.06,-0.02,-0.03,-0.01,3.37,108.0
AUDJPY,超短期ボリンジャー11日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,-5.54,35.62,505.0,-0.03,-0.01,-0.05,-0.02,-0.02,-0.01,3.46,146.0
AUDJPY,超短期ボリンジャー12日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,-5.56,37.04,276.0,-0.07,-0.02,-0.02,-0.01,-0.11,-0.03,3.41,81.0
AUDJPY,超短期ボリンジャー4日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,-5.61,33.59,419.0,-0.04,-0.01,-0.06,-0.02,-0.02,-0.01,3.2,131.0
AUDJPY,超短期ボリンジャー4日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,-5.64,33.79,460.0,-0.04,-0.01,-0.08,-0.03,0.02,0.01,3.17,145.0
AUDJPY,超短期ボリンジャー2日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,-5.65,31.03,193.0,-0.1,-0.03,0.04,0.01,-0.2,-0.06,3.33,58.0
AUDJPY,超短期ボリンジャー12日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,-5.68,34.46,502.0,-0.04,-0.01,-0.03,-0.01,-0.04,-0.01,3.39,148.0
AUDJPY,超短期ボリンジャー11日_1.90倍_決済差額0.00,2016-08-19,2019-08-18,-5.78,37.84,265.0,-0.08,-0.02,-0.03,-0.01,-0.12,-0.03,3.58,74.0
AUDJPY,超短期ボリンジャー7日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,-5.98,38.1,344.0,-0.05,-0.02,-0.08,-0.03,-0.03,-0.01,3.28,105.0
AUDJPY,超短期ボリンジャー3日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,-5.99,31.25,396.0,-0.04,-0.01,-0.11,-0.04,0.03,0.01,3.09,128.0
AUDJPY,超短期ボリンジャー10日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,-6.15,35.79,330.0,-0.06,-0.02,-0.06,-0.02,-0.07,-0.02,3.47,95.0
AUDJPY,超短期ボリンジャー14日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,-6.26,35.29,469.0,-0.04,-0.01,-0.06,-0.02,-0.03,-0.01,3.45,136.0
AUDJPY,超短期ボリンジャー15日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,-6.31,36.43,439.0,-0.05,-0.01,-0.05,-0.02,-0.04,-0.01,3.4,129.0
AUDJPY,超短期ボリンジャー9日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,-6.31,36.26,318.0,-0.07,-0.02,-0.12,-0.04,-0.01,0.0,3.49,91.0
AUDJPY,超短期ボリンジャー7日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,-6.32,32.91,253.0,-0.08,-0.02,-0.06,-0.02,-0.1,-0.03,3.2,79.0
AUDJPY,超短期ボリンジャー13日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,-6.35,35.14,500.0,-0.04,-0.01,-0.04,-0.01,-0.04,-0.01,3.38,148.0
AUDJPY,超短期ボリンジャー10日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,-6.45,36.36,298.0,-0.07,-0.02,-0.05,-0.02,-0.09,-0.03,3.39,88.0
AUDJPY,超短期ボリンジャー3日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,-6.47,33.08,403.0,-0.05,-0.02,-0.02,-0.01,-0.08,-0.03,3.1,130.0
AUDJPY,超短期ボリンジャー5日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,-6.54,33.86,408.0,-0.05,-0.02,-0.11,-0.04,0.02,0.01,3.21,127.0
AUDJPY,超短期ボリンジャー3日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,-6.63,30.3,409.0,-0.05,-0.02,-0.1,-0.03,0.02,0.01,3.1,132.0
AUDJPY,超短期ボリンジャー4日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,-6.79,32.85,442.0,-0.05,-0.02,-0.04,-0.01,-0.05,-0.01,3.23,137.0
AUDJPY,超短期ボリンジャー8日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,-6.88,34.67,246.0,-0.09,-0.03,-0.08,-0.03,-0.11,-0.03,3.28,75.0
AUDJPY,超短期ボリンジャー8日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,-6.89,32.63,324.0,-0.07,-0.02,-0.06,-0.02,-0.08,-0.02,3.41,95.0
AUDJPY,超短期ボリンジャー14日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,-6.92,33.56,497.0,-0.04,-0.01,-0.05,-0.02,-0.04,-0.01,3.4,146.0
AUDJPY,超短期ボリンジャー6日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,-6.92,36.52,380.0,-0.06,-0.02,-0.08,-0.03,-0.03,-0.01,3.3,115.0
AUDJPY,超短期ボリンジャー14日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,-7.02,34.21,526.0,-0.04,-0.01,-0.06,-0.02,-0.03,-0.01,3.46,152.0
AUDJPY,超短期ボリンジャー8日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,-7.11,33.33,344.0,-0.07,-0.02,-0.08,-0.03,-0.06,-0.02,3.37,102.0
AUDJPY,超短期ボリンジャー6日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,-7.15,33.01,329.0,-0.07,-0.02,-0.06,-0.02,-0.07,-0.02,3.19,103.0
AUDJPY,超短期ボリンジャー7日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,-7.22,35.42,315.0,-0.07,-0.02,-0.09,-0.03,-0.05,-0.01,3.28,96.0
AUDJPY,超短期ボリンジャー13日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,-7.29,33.97,528.0,-0.04,-0.01,-0.04,-0.01,-0.05,-0.01,3.38,156.0
AUDJPY,超短期ボリンジャー4日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,-7.31,33.57,446.0,-0.05,-0.02,-0.05,-0.02,-0.05,-0.02,3.19,140.0
AUDJPY,超短期ボリンジャー15日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,-7.36,36.36,408.0,-0.06,-0.02,-0.07,-0.02,-0.05,-0.01,3.37,121.0
AUDJPY,超短期ボリンジャー7日_1.90倍_決済差額0.00,2016-08-19,2019-08-18,-7.38,34.48,284.0,-0.08,-0.02,-0.06,-0.02,-0.12,-0.04,3.26,87.0
AUDJPY,超短期ボリンジャー3日_1.90倍_決済差額0.00,2016-08-19,2019-08-18,-7.45,29.63,256.0,-0.09,-0.03,-0.05,-0.02,-0.15,-0.05,3.16,81.0
AUDJPY,超短期ボリンジャー4日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,-7.47,33.11,466.0,-0.05,-0.02,-0.08,-0.03,-0.01,0.0,3.15,148.0
AUDJPY,超短期ボリンジャー3日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,-7.49,31.58,415.0,-0.05,-0.02,-0.08,-0.03,-0.02,-0.01,3.12,133.0
AUDJPY,超短期ボリンジャー15日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,-7.56,34.48,493.0,-0.05,-0.01,-0.06,-0.02,-0.03,-0.01,3.4,145.0
AUDJPY,超短期ボリンジャー2日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,-7.78,28.07,181.0,-0.14,-0.04,-0.14,-0.05,-0.13,-0.04,3.18,57.0
AUDJPY,超短期ボリンジャー5日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,-7.95,34.35,421.0,-0.06,-0.02,-0.12,-0.04,0.01,0.0,3.21,131.0
AUDJPY,超短期ボリンジャー3日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,-8.04,33.06,381.0,-0.06,-0.02,-0.08,-0.03,-0.04,-0.01,3.07,124.0
AUDJPY,超短期ボリンジャー5日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,-8.37,35.51,447.0,-0.06,-0.02,-0.12,-0.04,0.01,0.0,3.24,138.0
AUDJPY,超短期ボリンジャー15日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,-8.87,34.31,462.0,-0.06,-0.02,-0.07,-0.02,-0.06,-0.02,3.37,137.0
AUDJPY,超短期ボリンジャー9日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,-9.31,34.69,329.0,-0.1,-0.03,-0.14,-0.05,-0.04,-0.01,3.36,98.0
AUDJPY,超短期ボリンジャー14日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,-9.37,35.34,446.0,-0.07,-0.02,-0.08,-0.03,-0.05,-0.01,3.35,133.0
AUDJPY,超短期ボリンジャー4日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,-9.52,32.43,461.0,-0.06,-0.02,-0.07,-0.02,-0.06,-0.02,3.11,148.0
AUDJPY,超短期ボリンジャー3日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,-9.65,30.53,401.0,-0.07,-0.02,-0.1,-0.03,-0.05,-0.02,3.06,131.0
AUDJPY,超短期ボリンジャー15日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,-10.03,33.12,526.0,-0.06,-0.02,-0.09,-0.03,-0.04,-0.01,3.42,154.0
AUDJPY,超短期ボリンジャー2日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,-10.97,28.81,193.0,-0.19,-0.06,-0.14,-0.04,-0.24,-0.07,3.27,59.0
AUDJPY,超短期ボリンジャー12日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,-11.39,31.87,528.0,-0.07,-0.02,-0.09,-0.03,-0.05,-0.01,3.3,160.0
AUDJPY,超短期ボリンジャー2日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,-12.02,27.42,188.0,-0.2,-0.07,-0.21,-0.07,-0.2,-0.06,3.03,62.0
AUDJPY,超短期ボリンジャー2日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,-15.47,21.31,177.0,-0.27,-0.09,-0.23,-0.08,-0.3,-0.1,2.9,61.0
EURJPY,超短期ボリンジャー7日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,8.13,40.56,485.0,0.06,0.02,0.07,0.02,0.04,0.01,3.39,143.0
EURJPY,超短期ボリンジャー7日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,8.01,39.58,485.0,0.06,0.02,0.07,0.02,0.04,0.01,3.37,144.0
EURJPY,超短期ボリンジャー8日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,7.55,43.15,496.0,0.05,0.01,0.07,0.02,0.03,0.01,3.4,146.0
EURJPY,超短期ボリンジャー7日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,7.29,40.56,476.0,0.05,0.02,0.06,0.02,0.04,0.01,3.33,143.0
EURJPY,超短期ボリンジャー6日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,6.31,39.6,489.0,0.04,0.01,0.03,0.01,0.06,0.02,3.28,149.0
EURJPY,超短期ボリンジャー8日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,5.77,41.94,407.0,0.05,0.02,0.07,0.02,0.02,0.01,3.28,124.0
EURJPY,超短期ボリンジャー7日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,5.53,40.58,462.0,0.04,0.01,0.04,0.01,0.04,0.01,3.35,138.0
EURJPY,超短期ボリンジャー6日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,5.16,39.19,484.0,0.04,0.01,0.05,0.02,0.02,0.01,3.27,148.0
EURJPY,超短期ボリンジャー10日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,4.68,42.03,470.0,0.04,0.01,0.05,0.02,0.01,0.0,3.41,138.0
EURJPY,超短期ボリンジャー6日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,4.6,40.54,493.0,0.03,0.01,0.04,0.01,0.03,0.01,3.33,148.0
EURJPY,超短期ボリンジャー8日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,4.21,40.6,435.0,0.03,0.01,0.04,0.01,0.03,0.01,3.27,133.0
EURJPY,超短期ボリンジャー14日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,4.18,43.7,400.0,0.04,0.01,0.04,0.01,0.03,0.01,3.36,119.0
EURJPY,超短期ボリンジャー12日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,4.16,41.35,440.0,0.03,0.01,0.04,0.01,0.02,0.01,3.31,133.0
EURJPY,超短期ボリンジャー11日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,4.13,41.09,428.0,0.03,0.01,0.02,0.01,0.05,0.01,3.32,129.0
EURJPY,超短期ボリンジャー12日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,4.13,43.31,423.0,0.03,0.01,0.03,0.01,0.04,0.01,3.33,127.0
EURJPY,超短期ボリンジャー10日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,4.1,41.26,490.0,0.03,0.01,0.04,0.01,0.02,0.01,3.43,143.0
EURJPY,超短期ボリンジャー11日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,4.06,39.72,476.0,0.03,0.01,0.04,0.01,0.02,0.01,3.38,141.0
EURJPY,超短期ボリンジャー6日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,4.04,39.44,470.0,0.03,0.01,0.05,0.02,0.01,0.0,3.31,142.0
EURJPY,超短期ボリンジャー15日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,3.92,42.86,409.0,0.03,0.01,0.07,0.02,0.0,0.0,3.25,126.0
EURJPY,超短期ボリンジャー9日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,3.86,42.06,409.0,0.03,0.01,0.04,0.01,0.02,0.01,3.25,126.0
EURJPY,超短期ボリンジャー13日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,3.62,42.64,424.0,0.03,0.01,0.06,0.02,0.0,0.0,3.29,129.0
EURJPY,超短期ボリンジャー8日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,3.54,40.0,475.0,0.03,0.01,0.06,0.02,-0.01,0.0,3.28,145.0
EURJPY,超短期ボリンジャー15日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,3.45,43.86,374.0,0.03,0.01,0.06,0.02,0.01,0.0,3.28,114.0
EURJPY,超短期ボリンジャー12日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,3.31,40.58,456.0,0.03,0.01,0.03,0.01,0.03,0.01,3.3,138.0
EURJPY,超短期ボリンジャー14日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,3.06,42.19,417.0,0.03,0.01,0.06,0.02,-0.01,0.0,3.26,128.0
EURJPY,超短期ボリンジャー14日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,3.06,43.48,383.0,0.03,0.01,0.04,0.01,0.02,0.01,3.33,115.0
EURJPY,超短期ボリンジャー15日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,2.91,43.22,389.0,0.03,0.01,0.07,0.02,-0.01,0.0,3.3,118.0
EURJPY,超短期ボリンジャー9日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,2.84,40.69,489.0,0.02,0.01,0.05,0.02,-0.01,0.0,3.37,145.0
EURJPY,超短期ボリンジャー8日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,2.82,40.43,466.0,0.02,0.01,0.04,0.01,0.0,0.0,3.3,141.0
EURJPY,超短期ボリンジャー9日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,2.65,41.74,363.0,0.02,0.01,0.04,0.01,0.01,0.0,3.16,115.0
EURJPY,超短期ボリンジャー9日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,2.47,40.56,482.0,0.02,0.01,0.04,0.01,-0.01,0.0,3.37,143.0
EURJPY,超短期ボリンジャー11日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,2.36,39.42,463.0,0.02,0.01,0.02,0.01,0.01,0.0,3.38,137.0
EURJPY,超短期ボリンジャー13日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,2.25,43.8,398.0,0.02,0.01,0.04,0.01,0.01,0.0,3.29,121.0
EURJPY,超短期ボリンジャー15日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,2.07,39.6,324.0,0.02,0.01,0.02,0.01,0.03,0.01,3.21,101.0
EURJPY,超短期ボリンジャー10日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,2.05,39.69,426.0,0.02,0.01,0.01,0.0,0.02,0.01,3.25,131.0
EURJPY,超短期ボリンジャー13日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,1.74,43.9,407.0,0.02,0.01,0.03,0.01,0.0,0.0,3.31,123.0
EURJPY,超短期ボリンジャー12日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,1.66,39.52,401.0,0.02,0.01,-0.01,0.0,0.05,0.01,3.23,124.0
EURJPY,超短期ボリンジャー10日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,1.65,39.85,437.0,0.01,0.0,0.02,0.01,0.01,0.0,3.29,133.0
EURJPY,超短期ボリンジャー10日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,1.64,40.35,366.0,0.02,0.01,0.04,0.01,0.0,0.0,3.21,114.0
EURJPY,超短期ボリンジャー15日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,1.54,42.34,361.0,0.02,0.01,0.04,0.01,0.0,0.0,3.25,111.0
EURJPY,超短期ボリンジャー14日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,1.4,40.0,362.0,0.01,0.0,0.02,0.01,0.01,0.0,3.29,110.0
EURJPY,超短期ボリンジャー10日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,1.37,39.34,389.0,0.01,0.0,0.03,0.01,-0.01,0.0,3.19,122.0
EURJPY,超短期ボリンジャー9日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,1.35,39.71,439.0,0.01,0.0,0.02,0.01,0.01,0.0,3.23,136.0
EURJPY,超短期ボリンジャー5日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,1.24,38.16,479.0,0.01,0.0,0.03,0.01,-0.01,0.0,3.15,152.0
EURJPY,超短期ボリンジャー11日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,0.83,40.0,376.0,0.01,0.0,0.0,0.0,0.01,0.0,3.13,120.0
EURJPY,超短期ボリンジャー11日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,0.79,39.37,407.0,0.01,0.0,0.0,0.0,0.01,0.0,3.2,127.0
EURJPY,超短期ボリンジャー13日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,0.52,41.18,444.0,0.01,0.0,-0.02,-0.01,0.03,0.01,3.26,136.0
EURJPY,超短期ボリンジャー5日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,0.45,38.16,482.0,0.01,0.0,0.04,0.01,-0.03,-0.01,3.17,152.0
EURJPY,超短期ボリンジャー8日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,0.43,40.34,379.0,0.01,0.0,0.04,0.01,-0.04,-0.01,3.18,119.0
EURJPY,超短期ボリンジャー11日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,0.24,39.66,360.0,0.0,0.0,0.0,0.0,0.01,0.0,3.1,116.0
