symbol,strategy,start_date,end_date,騰落率,平均勝率,平均取引日数,平均期待損益率,一日当たりの期待損益率平均,平均期待損益率long,一日当たりの期待損益率平均long,平均期待損益率short,一日当たりの期待損益率平均short,取引当たりの平均日数,平均取引数
XBTUSD,超短期ボリンジャー13日_1.80倍_決済差額0.00,2014-08-19,2019-08-18,56.39,44.54,326.0,0.63,0.23,2.05,0.68,-1.88,-0.83,2.74,119.0
XBTUSD,超短期ボリンジャー10日_1.70倍_決済差額0.00,2014-08-19,2019-08-18,55.6,41.33,414.0,0.55,0.2,2.35,0.75,-2.01,-0.9,2.76,150.0
XBTUSD,超短期ボリンジャー3日_1.70倍_決済差額0.00,2014-08-19,2019-08-18,52.2,40.2,499.0,0.44,0.18,1.64,0.6,-1.1,-0.5,2.51,199.0
XBTUSD,超短期ボリンジャー9日_1.80倍_決済差額0.00,2014-08-19,2019-08-18,49.73,38.1,402.0,0.52,0.19,2.25,0.72,-1.85,-0.83,2.73,147.0
XBTUSD,超短期ボリンジャー13日_1.70倍_決済差額0.00,2014-08-19,2019-08-18,49.22,42.97,355.0,0.57,0.21,1.96,0.64,-1.92,-0.86,2.77,128.0
XBTUSD,超短期ボリンジャー12日_1.70倍_決済差額0.00,2014-08-19,2019-08-18,44.79,41.04,364.0,0.52,0.19,2.22,0.73,-2.07,-0.95,2.72,134.0
XBTUSD,超短期ボリンジャー9日_1.90倍_決済差額0.00,2014-08-19,2019-08-18,41.98,37.04,367.0,0.51,0.19,2.04,0.67,-1.59,-0.7,2.72,135.0
XBTUSD,超短期ボリンジャー11日_1.70倍_決済差額0.00,2014-08-19,2019-08-18,39.16,41.01,382.0,0.52,0.19,2.59,0.81,-2.38,-1.11,2.75,139.0
XBTUSD,超短期ボリンジャー2日_1.80倍_決済差額0.00,2014-08-19,2019-08-18,37.16,40.91,334.0,0.48,0.19,1.95,0.64,-0.68,-0.32,2.53,132.0
XBTUSD,超短期ボリンジャー14日_1.70倍_決済差額0.00,2014-08-19,2019-08-18,35.94,42.31,355.0,0.51,0.19,2.16,0.71,-2.31,-1.07,2.73,130.0
XBTUSD,超短期ボリンジャー7日_2.00倍_決済差額0.00,2014-08-19,2019-08-18,33.3,39.55,354.0,0.48,0.18,2.48,0.83,-2.05,-0.94,2.64,134.0
XBTUSD,超短期ボリンジャー15日_1.90倍_決済差額0.00,2014-08-19,2019-08-18,32.87,44.44,295.0,0.54,0.2,1.5,0.52,-1.4,-0.58,2.73,108.0
XBTUSD,超短期ボリンジャー2日_1.90倍_決済差額0.00,2014-08-19,2019-08-18,31.46,39.17,303.0,0.48,0.19,1.59,0.54,-0.37,-0.17,2.52,120.0
XBTUSD,超短期ボリンジャー4日_2.00倍_決済差額0.00,2014-08-19,2019-08-18,31.03,37.8,426.0,0.37,0.14,1.18,0.42,-0.66,-0.29,2.6,164.0
XBTUSD,超短期ボリンジャー12日_1.60倍_決済差額0.00,2014-08-19,2019-08-18,28.54,38.93,401.0,0.43,0.16,2.21,0.72,-2.27,-1.08,2.69,149.0
XBTUSD,超短期ボリンジャー14日_2.00倍_決済差額0.00,2014-08-19,2019-08-18,22.68,42.55,253.0,0.49,0.18,1.53,0.52,-1.42,-0.62,2.69,94.0
XBTUSD,超短期ボリンジャー15日_2.00倍_決済差額0.00,2014-08-19,2019-08-18,17.96,43.48,248.0,0.47,0.17,1.74,0.59,-2.05,-0.92,2.7,92.0
XBTUSD,超短期ボリンジャー10日_2.00倍_決済差額0.00,2014-08-19,2019-08-18,16.68,36.28,302.0,0.4,0.15,1.6,0.53,-1.34,-0.61,2.67,113.0
XBTUSD,超短期ボリンジャー10日_1.80倍_決済差額0.00,2014-08-19,2019-08-18,16.45,37.86,379.0,0.35,0.13,1.94,0.63,-1.83,-0.82,2.71,140.0
XBTUSD,超短期ボリンジャー15日_1.80倍_決済差額0.00,2014-08-19,2019-08-18,15.55,43.59,317.0,0.4,0.15,1.59,0.54,-1.79,-0.79,2.71,117.0
XBTUSD,超短期ボリンジャー10日_1.90倍_決済差額0.00,2014-08-19,2019-08-18,15.03,36.92,352.0,0.34,0.13,1.82,0.6,-1.75,-0.79,2.71,130.0
XBTUSD,超短期ボリンジャー12日_1.80倍_決済差額0.00,2014-08-19,2019-08-18,12.86,40.48,338.0,0.35,0.13,1.93,0.64,-2.22,-1.04,2.68,126.0
XBTUSD,超短期ボリンジャー11日_2.00倍_決済差額0.00,2014-08-19,2019-08-18,11.26,35.51,281.0,0.36,0.14,1.72,0.57,-1.94,-0.97,2.63,107.0
XBTUSD,超短期ボリンジャー3日_1.90倍_決済差額0.00,2014-08-19,2019-08-18,7.78,39.05,418.0,0.28,0.11,1.37,0.5,-0.96,-0.44,2.47,169.0
XBTUSD,超短期ボリンジャー9日_2.00倍_決済差額0.00,2014-08-19,2019-08-18,7.04,38.84,327.0,0.32,0.12,1.49,0.5,-1.33,-0.58,2.7,121.0
XBTUSD,超短期ボリンジャー11日_1.80倍_決済差額0.00,2014-08-19,2019-08-18,6.41,38.17,359.0,0.31,0.11,2.03,0.65,-2.22,-1.02,2.74,131.0
XBTUSD,超短期ボリンジャー13日_1.90倍_決済差額0.00,2014-08-19,2019-08-18,6.08,41.12,286.0,0.35,0.13,1.61,0.55,-1.94,-0.88,2.67,107.0
XBTUSD,超短期ボリンジャー14日_1.80倍_決済差額0.00,2014-08-19,2019-08-18,5.19,42.5,322.0,0.32,0.12,1.77,0.6,-2.18,-1.0,2.68,120.0
XBTUSD,超短期ボリンジャー11日_1.90倍_決済差額0.00,2014-08-19,2019-08-18,4.18,36.36,319.0,0.29,0.11,1.87,0.62,-2.11,-1.03,2.64,121.0
XBTUSD,超短期ボリンジャー8日_2.00倍_決済差額0.00,2014-08-19,2019-08-18,1.11,38.1,333.0,0.28,0.11,1.63,0.55,-1.71,-0.79,2.64,126.0
XBTUSD,超短期ボリンジャー3日_2.00倍_決済差額0.00,2014-08-19,2019-08-18,-0.45,38.46,379.0,0.23,0.09,1.2,0.47,-0.78,-0.34,2.43,156.0
XBTUSD,超短期ボリンジャー2日_2.00倍_決済差額0.00,2014-08-19,2019-08-18,-3.65,39.32,290.0,0.22,0.09,1.56,0.55,-0.93,-0.43,2.48,117.0
XBTUSD,超短期ボリンジャー2日_1.70倍_決済差額0.00,2014-08-19,2019-08-18,-3.83,41.91,350.0,0.19,0.07,0.96,0.32,-0.49,-0.22,2.57,136.0
XBTUSD,超短期ボリンジャー2日_1.30倍_決済差額0.00,2014-08-19,2019-08-18,-5.47,39.57,340.0,0.21,0.09,1.37,0.49,-0.95,-0.45,2.45,139.0
XBTUSD,超短期ボリンジャー14日_1.90倍_決済差額0.00,2014-08-19,2019-08-18,-16.6,40.19,278.0,0.12,0.05,1.61,0.56,-2.48,-1.19,2.6,107.0
XBTUSD,超短期ボリンジャー2日_1.10倍_決済差額0.00,2014-08-19,2019-08-18,-23.33,36.36,247.0,-0.01,0.0,0.53,0.2,-0.58,-0.26,2.49,99.0
XBTUSD,超短期ボリンジャー2日_1.00倍_決済差額0.00,2014-08-19,2019-08-18,-26.35,23.53,40.0,-1.52,-0.65,-0.56,-0.22,-2.6,-1.22,2.35,17.0
XBTUSD,超短期ボリンジャー12日_1.90倍_決済差額0.00,2014-08-19,2019-08-18,-27.88,35.65,300.0,-0.03,-0.01,1.34,0.46,-2.26,-1.07,2.61,115.0
XBTUSD,超短期ボリンジャー2日_1.20倍_決済差額0.00,2014-08-19,2019-08-18,-30.96,35.25,292.0,-0.07,-0.03,0.84,0.32,-1.11,-0.53,2.39,122.0
XBTUSD,超短期ボリンジャー12日_2.00倍_決済差額0.00,2014-08-19,2019-08-18,-33.45,34.91,276.0,-0.1,-0.04,1.24,0.42,-2.31,-1.14,2.6,106.0
XBTUSD,超短期ボリンジャー2日_1.60倍_決済差額0.00,2014-08-19,2019-08-18,-36.03,38.78,352.0,-0.09,-0.04,0.64,0.24,-0.94,-0.46,2.39,147.0
XBTUSD,超短期ボリンジャー13日_2.00倍_決済差額0.00,2014-08-19,2019-08-18,-36.56,36.0,256.0,-0.18,-0.07,1.07,0.37,-2.4,-1.2,2.56,100.0
XBTUSD,超短期ボリンジャー2日_1.40倍_決済差額0.00,2014-08-19,2019-08-18,-47.25,38.41,369.0,-0.19,-0.08,0.65,0.24,-1.17,-0.55,2.44,151.0
XBTUSD,超短期ボリンジャー2日_1.50倍_決済差額0.00,2014-08-19,2019-08-18,-57.64,36.6,364.0,-0.37,-0.16,0.23,0.09,-1.08,-0.53,2.38,153.0
XBTUSD,超短期ボリンジャー8日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,1415.85,47.31,515.0,1.71,0.62,3.63,1.12,-0.56,-0.25,2.77,186.0
XBTUSD,超短期ボリンジャー7日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,1374.99,48.65,521.0,1.72,0.61,3.63,1.09,-0.52,-0.23,2.82,185.0
XBTUSD,超短期ボリンジャー12日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,1246.03,48.0,501.0,1.76,0.61,3.55,1.05,-0.41,-0.18,2.86,175.0
XBTUSD,超短期ボリンジャー14日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,1161.15,48.24,488.0,1.77,0.62,3.36,1.01,-0.29,-0.13,2.87,170.0
XBTUSD,超短期ボリンジャー14日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,1105.23,48.77,469.0,1.81,0.63,3.43,1.02,-0.37,-0.16,2.9,162.0
XBTUSD,超短期ボリンジャー15日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,1069.88,48.77,468.0,1.79,0.62,3.25,0.98,-0.22,-0.1,2.89,162.0
XBTUSD,超短期ボリンジャー11日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,1058.6,48.62,516.0,1.62,0.57,3.08,0.95,-0.35,-0.15,2.85,181.0
XBTUSD,超短期ボリンジャー15日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,1049.43,50.3,483.0,1.71,0.6,3.2,0.98,-0.34,-0.15,2.86,169.0
XBTUSD,超短期ボリンジャー13日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,1013.17,46.59,497.0,1.64,0.58,3.48,1.03,-0.52,-0.24,2.82,176.0
XBTUSD,超短期ボリンジャー7日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,882.03,46.74,516.0,1.5,0.53,3.36,1.02,-0.57,-0.25,2.8,184.0
XBTUSD,超短期ボリンジャー8日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,869.25,46.74,503.0,1.49,0.55,3.35,1.05,-0.72,-0.33,2.73,184.0
XBTUSD,超短期ボリンジャー6日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,756.35,45.83,477.0,1.55,0.55,3.2,1.0,-0.49,-0.21,2.84,168.0
XBTUSD,超短期ボリンジャー8日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,716.82,48.0,485.0,1.45,0.52,3.29,1.02,-0.72,-0.32,2.77,175.0
XBTUSD,超短期ボリンジャー5日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,712.44,44.38,472.0,1.51,0.54,3.24,1.02,-0.52,-0.22,2.79,169.0
XBTUSD,超短期ボリンジャー10日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,700.87,46.81,522.0,1.36,0.49,2.92,0.92,-0.74,-0.33,2.78,188.0
XBTUSD,超短期ボリンジャー13日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,666.14,46.71,475.0,1.48,0.52,3.2,0.96,-0.73,-0.33,2.84,167.0
XBTUSD,超短期ボリンジャー6日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,621.28,47.06,528.0,1.35,0.48,3.14,0.97,-0.9,-0.39,2.82,187.0
XBTUSD,超短期ボリンジャー12日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,591.71,45.61,483.0,1.39,0.49,3.21,0.97,-0.88,-0.4,2.82,171.0
XBTUSD,超短期ボリンジャー9日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,578.91,43.81,524.0,1.23,0.46,2.86,0.91,-0.82,-0.38,2.7,194.0
XBTUSD,超短期ボリンジャー5日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,555.87,46.15,502.0,1.3,0.47,2.86,0.92,-0.69,-0.3,2.76,182.0
XBTUSD,超短期ボリンジャー6日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,554.04,45.45,491.0,1.35,0.48,3.16,0.98,-0.83,-0.36,2.79,176.0
XBTUSD,超短期ボリンジャー13日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,552.34,45.06,456.0,1.41,0.5,3.2,0.97,-0.88,-0.4,2.81,162.0
XBTUSD,超短期ボリンジャー9日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,547.65,43.78,506.0,1.25,0.46,3.01,0.95,-1.02,-0.46,2.74,185.0
XBTUSD,超短期ボリンジャー14日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,540.63,47.44,444.0,1.46,0.51,3.03,0.93,-0.81,-0.36,2.85,156.0
XBTUSD,超短期ボリンジャー11日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,536.58,45.09,489.0,1.33,0.47,2.99,0.92,-0.88,-0.39,2.83,173.0
XBTUSD,超短期ボリンジャー6日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,506.63,44.81,505.0,1.26,0.46,3.0,0.95,-0.79,-0.34,2.76,183.0
XBTUSD,超短期ボリンジャー5日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,498.27,43.9,459.0,1.36,0.49,3.1,0.98,-0.67,-0.28,2.8,164.0
XBTUSD,超短期ボリンジャー15日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,487.47,47.1,445.0,1.42,0.49,3.02,0.92,-0.91,-0.4,2.87,155.0
XBTUSD,超短期ボリンジャー5日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,452.69,43.68,482.0,1.25,0.45,2.81,0.91,-0.67,-0.28,2.77,174.0
XBTUSD,超短期ボリンジャー12日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,447.59,45.68,462.0,1.32,0.46,3.16,0.96,-1.17,-0.52,2.85,162.0
XBTUSD,超短期ボリンジャー5日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,442.11,44.89,488.0,1.23,0.44,2.86,0.92,-0.76,-0.32,2.77,176.0
XBTUSD,超短期ボリンジャー14日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,425.62,47.3,423.0,1.4,0.49,3.24,0.99,-1.29,-0.58,2.86,148.0
XBTUSD,超短期ボリンジャー5日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,420.05,45.6,505.0,1.17,0.42,2.68,0.86,-0.75,-0.32,2.77,182.0
XBTUSD,超短期ボリンジャー7日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,418.82,45.0,497.0,1.18,0.43,3.07,0.97,-0.98,-0.43,2.76,180.0
XBTUSD,超短期ボリンジャー6日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,393.19,43.85,509.0,1.12,0.41,2.92,0.92,-1.03,-0.47,2.72,187.0
XBTUSD,超短期ボリンジャー10日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,389.97,44.69,504.0,1.15,0.41,2.87,0.9,-1.24,-0.54,2.82,179.0
XBTUSD,超短期ボリンジャー15日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,389.07,47.95,414.0,1.37,0.48,3.01,0.94,-1.21,-0.53,2.84,146.0
XBTUSD,超短期ボリンジャー6日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,385.54,42.24,442.0,1.25,0.46,2.81,0.91,-0.67,-0.29,2.75,161.0
XBTUSD,超短期ボリンジャー14日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,381.14,46.72,399.0,1.44,0.49,3.29,0.98,-1.31,-0.58,2.91,137.0
XBTUSD,超短期ボリンジャー4日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,366.59,46.89,479.0,1.15,0.42,2.8,0.92,-0.9,-0.39,2.71,177.0
XBTUSD,超短期ボリンジャー13日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,331.9,45.64,424.0,1.27,0.45,3.3,0.98,-1.43,-0.66,2.85,149.0
XBTUSD,超短期ボリンジャー4日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,330.14,45.81,480.0,1.09,0.41,2.71,0.9,-0.96,-0.42,2.68,179.0
XBTUSD,超短期ボリンジャー12日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,327.37,45.1,438.0,1.21,0.42,3.31,0.99,-1.56,-0.71,2.86,153.0
XBTUSD,超短期ボリンジャー5日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,321.04,41.33,424.0,1.24,0.44,2.55,0.81,-0.47,-0.19,2.83,150.0
XBTUSD,超短期ボリンジャー15日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,317.72,47.79,393.0,1.34,0.46,3.08,0.94,-1.29,-0.57,2.89,136.0
XBTUSD,超短期ボリンジャー7日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,305.99,44.25,476.0,1.07,0.39,2.87,0.92,-0.99,-0.43,2.74,174.0
XBTUSD,超短期ボリンジャー6日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,298.64,42.48,420.0,1.18,0.43,3.16,1.0,-1.05,-0.46,2.75,153.0
XBTUSD,超短期ボリンジャー11日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,289.47,43.64,471.0,1.09,0.38,3.05,0.91,-1.44,-0.65,2.85,165.0
XBTUSD,超短期ボリンジャー7日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,284.95,42.77,455.0,1.08,0.39,2.98,0.96,-1.11,-0.48,2.74,166.0
XBTUSD,超短期ボリンジャー5日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,280.37,42.59,449.0,1.1,0.4,2.47,0.8,-0.57,-0.24,2.77,162.0
XBTUSD,超短期ボリンジャー4日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,263.73,42.62,491.0,0.98,0.37,2.63,0.88,-0.96,-0.41,2.68,183.0
XBTUSD,超短期ボリンジャー3日_1.00倍_決済差額0.00,2016-08-19,2019-08-18,255.47,42.68,444.0,1.07,0.4,2.72,0.89,-1.1,-0.49,2.71,164.0
XBTUSD,超短期ボリンジャー3日_1.10倍_決済差額0.00,2016-08-19,2019-08-18,252.52,44.24,447.0,1.06,0.39,2.59,0.86,-1.03,-0.45,2.71,165.0
XBTUSD,超短期ボリンジャー4日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,240.7,43.33,484.0,0.96,0.36,2.77,0.92,-1.16,-0.5,2.69,180.0
XBTUSD,超短期ボリンジャー3日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,234.08,43.35,462.0,0.98,0.37,2.61,0.87,-1.19,-0.53,2.67,173.0
XBTUSD,超短期ボリンジャー3日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,233.51,43.2,458.0,1.01,0.37,2.64,0.86,-1.09,-0.48,2.71,169.0
XBTUSD,超短期ボリンジャー8日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,225.55,43.75,440.0,1.01,0.37,3.03,0.95,-1.39,-0.63,2.75,160.0
XBTUSD,超短期ボリンジャー4日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,222.64,43.68,473.0,0.96,0.35,2.78,0.91,-1.28,-0.56,2.72,174.0
XBTUSD,超短期ボリンジャー6日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,217.06,40.54,401.0,1.05,0.39,2.97,0.96,-1.28,-0.57,2.71,148.0
XBTUSD,超短期ボリンジャー4日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,213.25,42.07,443.0,0.95,0.35,2.4,0.79,-0.9,-0.4,2.7,164.0
XBTUSD,超短期ボリンジャー9日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,211.52,42.07,452.0,0.96,0.35,2.73,0.87,-1.32,-0.58,2.76,164.0
XBTUSD,超短期ボリンジャー9日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,210.59,41.95,475.0,0.91,0.33,2.85,0.9,-1.58,-0.73,2.73,174.0
XBTUSD,超短期ボリンジャー8日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,207.21,42.69,456.0,0.92,0.34,2.76,0.89,-1.29,-0.6,2.67,171.0
XBTUSD,超短期ボリンジャー11日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,198.01,43.59,446.0,0.97,0.34,3.09,0.92,-1.64,-0.74,2.86,156.0
XBTUSD,超短期ボリンジャー5日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,192.05,39.44,397.0,1.03,0.37,2.12,0.7,-0.38,-0.15,2.8,142.0
XBTUSD,超短期ボリンジャー10日_1.20倍_決済差額0.00,2016-08-19,2019-08-18,185.74,41.76,478.0,0.88,0.31,2.73,0.85,-1.65,-0.73,2.81,170.0
XBTUSD,超短期ボリンジャー3日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,161.22,41.24,467.0,0.82,0.31,2.43,0.81,-1.17,-0.53,2.64,177.0
XBTUSD,超短期ボリンジャー10日_1.30倍_決済差額0.00,2016-08-19,2019-08-18,158.28,41.51,446.0,0.88,0.31,2.91,0.9,-1.71,-0.76,2.81,159.0
XBTUSD,超短期ボリンジャー12日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,153.99,41.43,398.0,0.95,0.33,3.1,0.92,-1.84,-0.86,2.84,140.0
XBTUSD,超短期ボリンジャー9日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,147.69,42.25,403.0,0.92,0.32,2.75,0.86,-1.5,-0.63,2.84,142.0
XBTUSD,超短期ボリンジャー14日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,143.18,43.31,360.0,0.99,0.35,2.77,0.86,-1.75,-0.77,2.83,127.0
XBTUSD,超短期ボリンジャー13日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,139.59,42.96,394.0,0.9,0.32,3.05,0.93,-1.97,-0.93,2.77,142.0
XBTUSD,超短期ボリンジャー10日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,137.8,40.94,422.0,0.87,0.31,2.61,0.81,-1.45,-0.63,2.83,149.0
XBTUSD,超短期ボリンジャー9日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,135.55,40.38,427.0,0.81,0.3,2.5,0.81,-1.32,-0.58,2.74,156.0
XBTUSD,超短期ボリンジャー6日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,134.63,40.0,381.0,0.87,0.32,2.51,0.82,-1.13,-0.49,2.72,140.0
XBTUSD,超短期ボリンジャー7日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,123.87,40.26,411.0,0.78,0.29,2.42,0.81,-1.23,-0.54,2.67,154.0
XBTUSD,超短期ボリンジャー3日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,123.03,41.04,445.0,0.72,0.28,2.36,0.81,-1.2,-0.55,2.57,173.0
XBTUSD,超短期ボリンジャー4日_1.90倍_決済差額0.00,2016-08-19,2019-08-18,121.69,39.74,409.0,0.76,0.28,2.01,0.66,-0.76,-0.33,2.71,151.0
XBTUSD,超短期ボリンジャー11日_1.40倍_決済差額0.00,2016-08-19,2019-08-18,120.95,41.67,412.0,0.83,0.29,2.75,0.83,-1.7,-0.76,2.86,144.0
XBTUSD,超短期ボリンジャー4日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,115.79,42.11,460.0,0.73,0.27,2.46,0.81,-1.38,-0.6,2.69,171.0
XBTUSD,超短期ボリンジャー3日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,111.98,41.34,466.0,0.68,0.26,2.38,0.8,-1.28,-0.58,2.6,179.0
XBTUSD,超短期ボリンジャー8日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,110.29,41.33,416.0,0.77,0.28,2.71,0.86,-1.62,-0.7,2.77,150.0
XBTUSD,超短期ボリンジャー7日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,102.29,42.07,395.0,0.74,0.27,2.55,0.82,-1.38,-0.61,2.72,145.0
XBTUSD,超短期ボリンジャー8日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,101.4,40.15,368.0,0.78,0.28,2.41,0.77,-1.29,-0.55,2.79,132.0
XBTUSD,超短期ボリンジャー4日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,100.96,40.94,452.0,0.67,0.25,2.36,0.8,-1.39,-0.62,2.64,171.0
XBTUSD,超短期ボリンジャー15日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,99.52,42.31,359.0,0.83,0.3,2.6,0.83,-1.83,-0.83,2.76,130.0
XBTUSD,超短期ボリンジャー9日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,99.21,41.13,352.0,0.84,0.3,2.57,0.8,-1.48,-0.63,2.84,124.0
XBTUSD,超短期ボリンジャー8日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,96.4,40.28,396.0,0.73,0.27,2.37,0.77,-1.39,-0.6,2.75,144.0
XBTUSD,超短期ボリンジャー4日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,91.84,40.38,418.0,0.66,0.25,2.03,0.67,-1.02,-0.45,2.68,156.0
XBTUSD,超短期ボリンジャー7日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,91.46,40.0,375.0,0.72,0.27,2.63,0.85,-1.49,-0.68,2.68,140.0
XBTUSD,超短期ボリンジャー14日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,86.08,42.74,323.0,0.82,0.3,2.44,0.79,-1.77,-0.78,2.76,117.0
XBTUSD,超短期ボリンジャー10日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,83.63,41.54,370.0,0.75,0.26,2.67,0.82,-1.86,-0.81,2.85,130.0
XBTUSD,超短期ボリンジャー13日_1.50倍_決済差額0.00,2016-08-19,2019-08-18,81.22,40.6,365.0,0.74,0.27,2.77,0.87,-2.06,-0.97,2.74,133.0
XBTUSD,超短期ボリンジャー5日_1.90倍_決済差額0.00,2016-08-19,2019-08-18,79.85,40.3,374.0,0.7,0.25,1.62,0.53,-0.48,-0.2,2.79,134.0
XBTUSD,超短期ボリンジャー3日_1.70倍_決済差額0.00,2016-08-19,2019-08-18,79.55,41.72,420.0,0.61,0.24,2.01,0.7,-1.11,-0.51,2.58,163.0
XBTUSD,超短期ボリンジャー8日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,77.44,38.1,343.0,0.72,0.26,2.29,0.75,-1.31,-0.57,2.72,126.0
XBTUSD,超短期ボリンジャー5日_2.00倍_決済差額0.00,2016-08-19,2019-08-18,69.07,40.0,347.0,0.68,0.24,1.44,0.46,-0.23,-0.1,2.78,125.0
XBTUSD,超短期ボリンジャー7日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,68.62,38.35,353.0,0.65,0.24,2.61,0.86,-1.67,-0.76,2.65,133.0
XBTUSD,超短期ボリンジャー6日_1.90倍_決済差額0.00,2016-08-19,2019-08-18,67.46,40.16,342.0,0.67,0.25,2.3,0.76,-1.09,-0.47,2.69,127.0
XBTUSD,超短期ボリンジャー15日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,65.09,42.5,331.0,0.71,0.26,2.53,0.81,-2.21,-1.01,2.76,120.0
XBTUSD,超短期ボリンジャー9日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,64.16,40.3,376.0,0.65,0.23,2.43,0.77,-1.62,-0.69,2.81,134.0
XBTUSD,超短期ボリンジャー3日_1.80倍_決済差額0.00,2016-08-19,2019-08-18,57.73,43.24,379.0,0.56,0.22,1.8,0.63,-0.93,-0.42,2.56,148.0
XBTUSD,超短期ボリンジャー11日_1.60倍_決済差額0.00,2016-08-19,2019-08-18,55.01,38.89,350.0,0.64,0.23,2.66,0.82,-2.05,-0.95,2.78,126.0
