symbol,strategy_name,strategy_option,end_date,"全期間騰落率_複利","利益率3か月","利益率1年","利益率3年","利益率15年","最大ドローダウン","最大ドローダウン3か月","最大ドローダウン1年","最大ドローダウン3年","最大ドローダウン15年","期待利益率3か月","期待利益率3か月long","期待利益率3か月short","期待利益率1年","期待利益率1年long","期待利益率1年short","期待利益率3年","期待利益率3年long","期待利益率3年short","期待利益率15年","期待利益率15年long","期待利益率15年short","全期間期待利益率","全期間期待利益率long","全期間期待利益率short","利益率3か月long","利益率3か月short","利益率1年long","利益率1年short","利益率3年long","利益率3年short","利益率15年long","利益率15年short","勝率","平均取引期間","取引数","取引数long","取引数short","ペイオフレシオ"
4516.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-73.4252,-0.1308,0.0642,-0.2512,-0.4684,0.8308,0.3217,0.3533,0.694,0.8308,-0.0021,0.0028,-0.0079,0.0003,0.0011,0,-0.0003,-0.0007,-0.0009,-0.0001,0.0006,-0.0014,-0.0002,0.001,-0.0015,0.0198,-0.1506,0.0624,0.0018,-0.1259,-0.1253,0.4352,-0.9036,35.0765,3.2513,784,394,390,1.7199
3452.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-73.473,-0.0458,-0.5276,0.1593,-0.0421,0.8028,0.4148,0.6313,0.6313,0.8028,-0.0007,0.0012,-0.0047,-0.0021,-0.0029,-0.0094,0.0002,0.0028,-0.0021,0,0.0002,-0.0004,-0.0002,0.0004,-0.0007,0.0107,-0.0565,-0.1601,-0.3675,0.4307,-0.2714,0.0414,-0.0835,28.8793,2.2974,232,116,116,1.6233
8291.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-73.5479,-0.1074,0.197,0.4102,2.1256,0.9757,0.0251,0.05,0.1968,0.9757,-0.0017,-0.003,-0.0124,0.0008,-0.0006,0.0046,0.0005,0.0011,0.0017,0.0006,0.0039,-0.0008,0.0012,0.0071,-0.0041,-0.0455,-0.0619,-0.035,0.232,0.1917,0.2185,2.6934,-0.5678,29.506,2.9386,749,352,397,2.2235
6879.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-73.5822,0.3348,0.2241,0.0716,0.2497,0.9411,0.0524,0.6872,0.9147,0.9411,0.0053,0.0056,0.0182,0.0009,0.001,0.0033,0.0001,-0.0002,0.0008,0.0001,0.0011,-0.0005,0.0006,0.0023,-0.0009,0.1344,0.2004,0.0483,0.1758,-0.0376,0.1092,0.4416,-0.1919,21.519,2.719,395,191,204,3.0305
6235.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-73.909,-0.0521,-0.1807,-0.2116,-0.2116,0.8501,0.4192,0.7704,0.8501,0.8501,-0.0008,0.0009,-0.0082,-0.0007,-0.0047,0.0011,-0.0005,-0.0017,-0.0008,-0.0005,-0.0017,-0.0008,-0.0023,-0.003,-0.0014,0.0138,-0.0659,-0.2273,0.0466,-0.1522,-0.0594,-0.1522,-0.0594,21.978,1.7692,91,50,41,2.8612
9843.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-74.0679,0,0,0,0.097,0.8487,0,0,0,0.8487,0,0,0,0,0,0,0,0,0,0,0.0004,-0.0003,-0.0002,0.0009,-0.0016,0,0,0,0,0,0,0.3178,-0.2208,25,3.1196,736,386,350,2.675
9502.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-74.1604,-0.0965,-0.181,-0.3239,0.0432,0.9503,0.2456,0.5665,0.6758,0.9503,-0.0015,-0.0039,-0.0037,-0.0007,-0.0029,-0.0012,-0.0004,-0.0006,-0.0017,0,-0.0001,0.0002,0.0003,0.0003,0.0003,-0.0592,-0.0373,-0.1371,-0.0439,-0.0846,-0.2393,-0.0698,0.113,34.4782,3.4531,757,377,380,1.8562
8025.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-74.1795,0,0.0658,0.1513,0.0974,0.83,0,0.0054,0.0587,0.8285,0,0,0,0.0003,0.001,0.0002,0.0002,0.0011,-0.0002,0,0.0002,-0.0001,0.0002,0.0005,-0.0002,0,0,0.06,0.0058,0.1701,-0.0188,0.1519,-0.0545,18.1022,3.346,685,335,350,2.8488
4820.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-74.4898,-0.0739,-0.1007,-0.3134,1.544,0.7848,0.2613,0.3823,0.5819,0.7848,-0.0012,-0.0003,-0.0113,-0.0004,0.0005,-0.0035,-0.0004,0.001,-0.0049,0.0004,0.0034,-0.0012,0.0022,0.0084,-0.0034,-0.0059,-0.068,0.0242,-0.1249,0.1505,-0.4639,2.4439,-0.8999,30.6122,3.3579,637,302,335,1.8862
6273.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-74.5856,0,0,0,0,0.8249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0005,-0.0001,-0.001,0,0,0,0,0,0,0,0,1.1261,2.8806,888,458,430,47.5542
2107.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-74.7024,0,0,-0.0357,0.5799,0.7992,0,0,0.0657,0.791,0,0,0,0,0,0,0,-0.0004,0.0002,0.0002,-0.0002,0.0011,0.0006,-0.0007,0.002,0,0,0,0,-0.0583,0.0226,-0.114,0.6939,18.0165,3.5868,605,315,290,3.1636
7164.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-74.7703,0.0428,0.1608,0.2693,-0.0997,0.8323,0.1255,0.1809,0.3643,0.8323,0.0007,0.004,-0.0005,0.0006,0.0005,0.0025,0.0004,0.0013,0.0006,-0.0001,0.0012,-0.0017,-0.0003,0.0027,-0.0034,0.0481,-0.0053,0.0278,0.133,0.1865,0.0828,0.4113,-0.511,30.363,2.8878,303,154,149,1.7336
6077.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-74.8916,-0.1482,-0.1416,0.1898,0.0996,0.856,0.1305,0.6264,0.7663,0.856,-0.0024,-0.0172,-0.008,-0.0006,-0.0085,0.0016,0.0003,-0.0012,0.0021,0.0001,0.0001,0.0002,0.0003,0.0003,0.0004,-0.0516,-0.0966,-0.2469,0.1053,-0.1475,0.3373,0.0371,0.0625,30.9859,2.662,284,134,150,1.875
4958.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-75.115,-0.0751,-0.3241,-0.5624,-0.3645,0.7626,0.2286,0.6378,0.7095,0.7416,-0.0012,-0.0028,-0.0036,-0.0013,-0.0024,-0.0057,-0.0007,-0.0017,-0.0026,-0.0001,0.0003,-0.0009,-0.0015,0.0003,-0.0035,-0.0394,-0.0357,-0.1058,-0.2183,-0.2394,-0.323,0.2461,-0.6106,31.2665,3.1544,758,394,364,1.7124
7752.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-75.3672,0.0335,0.1219,-0.1546,1.2298,0.9323,0.1371,0.2597,0.7403,0.9095,0.0005,0.0003,0.0027,0.0005,-0.0022,0.0051,-0.0002,-0.0008,-0.0001,0.0003,0.0006,0.0011,0.0004,0.0004,0.0005,0.0067,0.0268,-0.1119,0.2338,-0.1355,-0.0191,0.4564,0.7734,30.8789,3.1021,842,423,419,2.1196
8227.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-75.6833,0,-0.0627,-0.0627,0.1747,0.8221,0,0.1722,0.1722,0.5555,0,0,0,-0.0003,-0.0007,-0.0007,-0.0001,-0.0002,-0.0002,0,0.0005,-0.0003,-0.0005,-0.0003,-0.0008,0,0,-0.0272,-0.0355,-0.0272,-0.0355,0.3798,-0.2051,12.7607,3.4196,815,418,397,5.0876
3938.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-75.7294,-0.0021,-0.0236,-0.3826,-0.4213,0.807,0.2718,0.4229,0.8068,0.807,0,0.0044,-0.0107,-0.0001,-0.0006,0,-0.0005,-0.002,-0.0007,-0.0005,-0.0022,-0.0006,-0.003,-0.0045,-0.0012,0.0835,-0.0856,-0.0258,0.0022,-0.2875,-0.0951,-0.3397,-0.0816,30.2817,2.7746,142,75,67,1.4807
7817.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-75.8517,-0.0087,-0.0865,-0.3068,-0.8439,0.8734,0.0673,0.2979,0.6886,0.8734,-0.0001,-0.0017,0.0011,-0.0004,-0.0015,-0.0006,-0.0004,-0.0005,-0.0017,-0.0002,0.0006,-0.002,-0.0009,0.0021,-0.0038,-0.0217,0.013,-0.0588,-0.0277,-0.0848,-0.222,0.4516,-1.2955,31.6472,3.227,771,372,399,1.9538
9045.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-76.1584,-0.078,-0.2393,-0.2527,-0.3983,0.7638,0.1455,0.4552,0.6063,0.7638,-0.0012,-0.0041,-0.001,-0.0009,-0.0016,-0.0036,-0.0003,-0.0001,-0.0018,-0.0001,-0.0003,-0.0004,-0.0007,-0.0007,-0.0008,-0.0655,-0.0125,-0.0899,-0.1494,-0.0216,-0.2311,-0.1861,-0.2122,22.5926,3.4407,540,282,258,2.5348
8005.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-76.2304,0.0893,0.2098,-0.1222,-0.5664,0.8581,0.0242,0.2904,0.7008,0.8581,0.0014,0.0029,0.0025,0.0009,-0.0043,0.0071,-0.0002,-0.0005,-0.0004,-0.0002,-0.0002,-0.0007,-0.0012,-0.0002,-0.0023,0.0549,0.0344,-0.1461,0.3559,-0.0709,-0.0513,-0.131,-0.4354,29.5714,3.4786,700,363,337,1.8146
9075.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-76.3096,0.0314,0.029,0.2222,0.2683,0.8907,0.0667,0.2395,0.26,0.7412,0.0005,0.0034,-0.0023,0.0001,0.0009,-0.0001,0.0003,0.0014,-0.0001,0.0001,0.0008,-0.0005,-0.0005,0.0007,-0.0019,0.0477,-0.0163,0.0325,-0.0035,0.2403,-0.0181,0.6152,-0.3469,35.3403,3.3966,764,408,356,1.4884
6641.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-76.4861,-0.043,-0.235,-0.025,1.2676,0.8762,0.135,0.6847,0.7397,0.8762,-0.0007,-0.0042,0.0004,-0.001,-0.0051,0.0001,0,-0.0012,0.0008,0.0003,0.0008,0.0009,0.0002,0.0006,-0.0001,-0.0465,0.0035,-0.2404,0.0054,-0.1578,0.1328,0.5776,0.69,33.4149,2.9474,817,415,402,1.8964
9880.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-76.6197,0.052,0.3402,-0.5639,-0.3133,0.9039,0.025,0.2888,0.8696,0.9039,0.0008,0.0011,0.0035,0.0014,0.0002,0.0051,-0.0007,-0.0011,-0.0032,-0.0001,0.0002,-0.0008,-0.0006,0.0004,-0.0017,0.0139,0.0381,0.0056,0.3346,-0.1434,-0.4205,0.1109,-0.4242,32.2709,2.9223,502,255,247,1.6737
3928.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-76.7744,0.0971,-0.1577,0.1429,0.6709,0.9385,0.2189,0.6426,0.9086,0.9385,0.0015,-0.0128,0.0154,-0.0006,-0.0093,0.003,0.0002,-0.002,0.0024,0.0007,0.0037,0.0007,0.0035,0.0061,0.0012,-0.1026,0.1997,-0.3074,0.1497,-0.2282,0.3711,0.5415,0.1294,24.8705,1.8705,193,89,104,2.6881
4613.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-76.8571,0.0475,0.0799,0.359,0.346,0.9717,0.0819,0.5063,0.5063,0.9717,0.0008,-0.0014,0.007,0.0003,-0.0018,0.0032,0.0005,0.0004,0.0019,0.0001,0.0003,0.0002,-0.0001,0.0002,-0.0003,-0.0153,0.0628,-0.0623,0.1422,0.054,0.305,0.2061,0.1399,33.3333,3.337,810,421,389,1.8885
6277.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-77.114,0.0937,0.0549,-0.4197,0.404,0.8809,0.0301,0.2892,0.8151,0.8809,0.0015,0.0008,0.0057,0.0002,-0.0022,0.0031,-0.0006,-0.0015,-0.0017,0.0001,0.0003,0.0002,0.0005,0.0006,0.0004,0.0086,0.0851,-0.1006,0.1555,-0.2191,-0.2006,0.2314,0.1726,29.6663,3.0507,809,416,393,2.1265
7911.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-77.279,0.1573,0.3257,0.3713,0.3072,0.9284,0.0558,0.1479,0.2105,0.8328,0.0025,0.0062,0.0025,0.0013,0.0003,0.006,0.0005,0.0006,0.0019,0.0001,-0.0001,0.0006,0.0001,-0.0012,0.0016,0.1297,0.0276,0.0205,0.3052,0.0991,0.2722,-0.0911,0.3983,36.7554,3.2852,789,429,360,1.4803
9697.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-77.2868,-0.1401,-0.4888,-0.6774,-0.1167,0.9774,0.3549,0.7622,0.8903,0.9774,-0.0022,-0.0019,-0.0106,-0.0019,-0.0063,-0.0049,-0.0009,-0.0017,-0.003,0,-0.0004,0.0003,0.0006,-0.0004,0.0017,-0.0231,-0.117,-0.284,-0.2048,-0.2783,-0.3991,-0.3317,0.215,35.2357,3.201,806,407,399,1.8153
9024.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-77.4452,0.0245,-0.1211,-0.1941,-0.3669,0.8876,0.1221,0.4282,0.6138,0.8876,0.0004,0.0017,0.0007,-0.0005,-0.0007,-0.0018,-0.0003,-0.0001,-0.0013,-0.0003,0,-0.0014,-0.0016,-0.0001,-0.0033,0.0168,0.0077,-0.0333,-0.0878,-0.0139,-0.1802,-0.0093,-0.3576,33.4746,3.2881,236,127,109,1.6068
2810.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-77.4455,-0.0645,0.1523,0.3004,0.3777,0.9278,0.1242,0.1477,0.1538,0.6748,-0.001,0.0008,-0.0076,0.0006,0.004,-0.0007,0.0004,0.0012,0.0009,0.0001,0.001,-0.0006,-0.0004,0.0014,-0.0023,0.0115,-0.076,0.1819,-0.0296,0.1917,0.1087,0.7532,-0.3755,34.7826,3.4282,759,387,372,1.4193
3180.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-77.6247,0.0053,-0.2638,-0.5278,-0.6449,0.8131,0.1618,0.4469,0.7918,0.8131,0.0001,0.0059,-0.0055,-0.0011,-0.0056,-0.0019,-0.0007,-0.0012,-0.0029,-0.0004,-0.0016,-0.0006,-0.0022,-0.0031,-0.0012,0.0769,-0.0716,-0.1779,-0.0859,-0.1563,-0.3715,-0.4729,-0.172,25.6757,2.4561,296,151,145,1.8033
7730.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-77.6524,-0.0868,0.0726,-0.3441,-0.4676,0.8362,0.2235,0.2827,0.8072,0.8362,-0.0014,-0.0044,-0.0036,0.0003,-0.0014,0.0032,-0.0005,-0.0002,-0.0027,-0.0002,0.0003,-0.0014,-0.0013,0.0007,-0.0035,-0.0397,-0.0471,-0.067,0.1396,-0.0269,-0.3172,0.1334,-0.601,30.8943,3.7236,369,197,172,1.8801
8614.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-77.8793,0.1469,0.0048,0.0204,1.6985,0.9132,0.1351,0.4889,0.7786,0.9132,0.0023,0.0079,-0.0097,0,0.0015,-0.0012,0,0.0023,-0.0021,0.0005,0.0021,0.0002,0.0011,0.0035,-0.0011,0.2053,-0.0584,0.0598,-0.055,0.3096,-0.2892,1.5235,0.175,30.7786,3.0414,822,392,430,2.0974
6915.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-77.9269,-0.0187,0.1429,-0.1145,1.0498,0.8699,0.1512,0.1768,0.4149,0.8699,-0.0003,-0.0003,-0.0009,0.0006,0.0015,0.0011,-0.0002,0,-0.0008,0.0003,0.0015,-0.0001,0.0018,0.0036,0,-0.0046,-0.0141,0.0763,0.0666,0.0051,-0.1196,1.1154,-0.0656,33.634,3.2358,776,383,393,1.75
7733.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-77.9292,0.1024,-0.084,-0.2348,1.4249,0.9734,0.1037,0.4533,0.692,0.8668,0.0016,0.0062,0.0015,-0.0003,-0.0004,-0.0016,-0.0003,-0.0007,-0.0009,0.0004,0.0015,0.0004,0.0007,0.0018,-0.0005,0.0869,0.0155,-0.0193,-0.0647,-0.128,-0.1068,1.1708,0.2541,33.6228,3.1873,806,415,391,1.8102
9997.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-77.986,0.1137,-0.202,-0.4658,-0.105,0.9122,0.1727,0.6958,0.8665,0.9122,0.0018,0.008,0.0012,-0.0008,-0.0013,-0.0031,-0.0006,-0.0008,-0.0026,0,0.0009,-0.001,-0.0004,0.0021,-0.0028,0.0965,0.0172,-0.0439,-0.1581,-0.1121,-0.3537,0.6183,-0.7233,33.7662,3.213,770,383,387,1.7742
6486.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-77.9882,0.0995,0.2713,-0.1483,1.2187,0.9513,0.1215,0.2713,0.7668,0.9513,0.0016,0.0073,0.001,0.0011,0.0042,0.0011,-0.0002,0,-0.0011,0.0003,0.0006,0.001,0.0013,0.0013,0.0013,0.0881,0.0114,0.2076,0.0637,0.0073,-0.1556,0.5136,0.7051,32.3926,3.1227,815,438,377,1.952
4845.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-78.0874,0.1077,0.1628,0.2464,-101.437,0.8768,0.1927,0.4416,0.7204,0.8768,0.0017,0.009,-0.0007,0.0007,0.0037,-0.0001,0.0003,0.002,-0.0006,-0.0275,-0.0002,-0.1353,-0.139,-0.0003,-0.254,0.1172,-0.0095,0.1657,-0.0029,0.3192,-0.0728,-0.1077,-101.3293,16.1644,2.637,730,331,399,3.7676
7947.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-78.093,-0.1001,-0.1985,-0.2802,-0.5353,0.8359,0.2329,0.4537,0.5993,0.8359,-0.0016,-0.0031,-0.0044,-0.0008,-0.0028,-0.0015,-0.0004,-0.001,-0.0011,-0.0001,0.0003,-0.0012,-0.0008,0.0006,-0.0022,-0.0157,-0.0844,-0.1221,-0.0764,-0.14,-0.1402,0.2367,-0.772,13.3858,3.5446,762,392,370,5.2553
9025.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-78.2992,-0.0007,0.1524,-0.0132,-0.4198,0.872,0.1259,0.2188,0.5105,0.872,0,-0.0046,0.0018,0.0006,-0.0006,0.0036,0,0.0003,-0.0004,-0.0003,-0.0008,-0.0007,-0.0017,-0.0017,-0.0016,-0.0277,0.027,-0.0242,0.1766,0.0356,-0.0488,-0.2257,-0.1941,32.2835,3.126,254,134,120,1.5107
5947.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-78.4803,0,0,0,0.1462,0.8981,0,0,0,0.8981,0,0,0,0,0,0,0,0,0,0,0.0004,-0.0001,-0.0004,0.001,-0.0018,0,0,0,0,0,0,0.2466,-0.1004,20.5298,3.1907,755,375,380,3.4912
4044.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-78.5118,0.0211,0.1958,0.3755,0.4637,0.9456,0.1966,0.3095,0.3095,0.9456,0.0003,-0.0025,0.0042,0.0008,-0.0017,0.005,0.0005,0.0014,0.0013,0.0001,0.0008,-0.0002,0.0002,0.0007,-0.0002,-0.0248,0.0459,-0.0718,0.2676,0.2026,0.1729,0.5691,-0.1054,31.7662,3.2274,787,402,385,1.9349
7769.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-78.569,0.0099,-0.0087,-0.0968,-0.1479,0.835,0,0.019,0.1282,0.7691,0.0002,0.0008,0,0,-0.0006,0.0001,-0.0001,-0.0005,-0.0002,0,-0.0008,0.0006,-0.0006,-0.0025,0.0015,0.0099,0,-0.0198,0.0111,-0.068,-0.0288,-0.5609,0.413,27.417,3.6364,693,361,332,1.9842
1899.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-78.7273,-0.0386,-0.1703,-0.2527,-0.0919,0.8227,0.0671,0.3429,0.3564,0.8227,-0.0006,-0.0025,-0.0004,-0.0007,-0.0026,-0.0014,-0.0003,-0.0008,-0.001,0,0,-0.0002,-0.0001,0.0001,-0.0003,-0.033,-0.0056,-0.1017,-0.0686,-0.1052,-0.1475,0.0264,-0.1183,14.411,3.1266,798,408,390,4.6476
7873.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-78.972,-0.0404,0.109,-0.04,0.6753,0.8894,0.0314,0.1905,0.7723,0.8894,-0.0006,-0.0059,-0.0007,0.0004,0.0001,0.0022,-0.0001,0.0007,-0.0013,0.0002,-0.0003,0.0012,0.0012,-0.0007,0.0028,-0.0294,-0.011,0.006,0.103,0.1242,-0.1642,-0.1813,0.8566,26.1618,2.9501,581,273,308,2.4949
9882.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-79.1197,-0.0306,-0.0722,-0.3549,0.2486,0.8245,0.1539,0.4483,0.6412,0.8245,-0.0005,0.001,-0.0032,-0.0003,-0.0003,-0.0009,-0.0005,-0.0013,-0.0012,0.0001,0.0011,-0.0008,-0.0006,0.0021,-0.0033,0.0171,-0.0477,-0.0166,-0.0556,-0.183,-0.1719,0.8559,-0.6073,33.3791,3.5962,728,361,367,1.6474
8370.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-79.1803,0.0738,0.1003,-0.0633,-0.5072,0.877,0.1074,0.3982,0.4822,0.877,0.0012,0.0025,0.0042,0.0004,-0.0007,0.0023,-0.0001,-0.0007,0.0003,-0.0003,-0.0012,-0.0004,-0.0019,-0.0028,-0.0009,0.0356,0.0382,-0.0401,0.1404,-0.1163,0.053,-0.3884,-0.1188,32.0896,3.1866,268,140,128,1.5143
7545.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-79.2056,0.0668,-0.0622,-0.3392,0.2664,0.9484,0.0905,0.5151,0.7414,0.9484,0.0011,0.0027,0.0002,-0.0003,-0.0015,0.0004,-0.0004,-0.0013,-0.0009,0.0001,0.0009,-0.0005,0.0002,0.0036,-0.0029,0.0654,0.0014,-0.0826,0.0204,-0.1893,-0.1499,0.6587,-0.3923,34.2822,3.2946,808,383,425,1.8133
2815.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-79.2684,0,-0.4944,-0.5642,0.3439,0.9035,0,0.648,0.7738,0.9035,0,0,0,-0.002,-0.0074,-0.0052,-0.0007,-0.0009,-0.0045,0.0001,0.001,-0.0007,0.0002,0.0021,-0.0018,0,0,-0.3161,-0.1783,-0.1488,-0.4154,0.7654,-0.4215,37.7113,3.3069,769,389,380,1.5362
6458.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-79.4494,0.0502,-0.0434,-0.1276,2.2366,0.8457,0.1455,0.374,0.6824,0.8457,0.0008,0.0005,0.0028,-0.0002,-0.0008,-0.0001,-0.0002,0,-0.0008,0.0006,0.0027,0.0003,0.0028,0.0053,0.0002,0.0083,0.0419,-0.0361,-0.0073,-0.0035,-0.1241,2.0432,0.1934,30.3882,3.3869,747,373,374,1.7841
8174.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-79.5479,-0.2705,0.0927,-0.3796,-0.3062,0.8991,0.4766,0.6214,0.8163,0.8991,-0.0043,-0.0125,-0.0139,0.0004,-0.0054,0.0036,-0.0005,-0.0003,-0.0026,-0.0001,0.0006,-0.0012,-0.0007,0.0005,-0.0019,-0.0623,-0.2082,-0.1237,0.2164,-0.0454,-0.3342,0.4468,-0.753,27.4839,3.0413,775,401,374,2.3629
6250.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-79.8823,0.1071,0.3739,0.5788,0.9561,0.9723,0.0372,0.3224,0.3745,0.9369,0.0017,0.002,0.0093,0.0015,0.001,0.0056,0.0008,0.0006,0.0032,0.0003,0.0014,-0.0002,-0.0003,0.0019,-0.0025,0.0422,0.0649,0.0556,0.3183,0.1185,0.4603,1.1047,-0.1486,32.4808,3.1266,782,393,389,1.6665
6289.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-79.9189,-0.0198,-0.1746,-0.4312,-1.7121,0.8291,0.1353,0.4685,0.8242,0.8291,-0.0003,0.0017,-0.0041,-0.0007,-0.0018,-0.0017,-0.0006,0.0003,-0.0043,-0.0005,-0.001,-0.0017,-0.0027,-0.0022,-0.0033,0.025,-0.0448,-0.1048,-0.0698,0.0515,-0.4827,-0.6989,-1.0132,15.4908,3.227,652,341,311,4.0564
4911.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-80.0921,0,-0.0625,-0.2337,0.7508,0.9064,0,0.1884,0.7376,0.7518,0,0,0,-0.0002,-0.0009,-0.0003,-0.0003,0.001,-0.0044,0.0002,0.0016,-0.0009,0.0003,0.0029,-0.0026,0,0,-0.0538,-0.0087,0.1917,-0.4254,1.3956,-0.6448,32.2459,3.4228,797,411,386,1.8775
7727.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-80.336,-0.0798,-0.3531,-0.3081,-1.4371,0.8227,0.0447,0.1338,0.2424,0.8032,-0.0013,-0.0083,-0.002,-0.0014,-0.0052,-0.004,-0.0004,-0.0004,-0.0021,-0.0004,-0.001,-0.0013,-0.002,-0.0015,-0.0026,-0.0578,-0.022,-0.2027,-0.1504,-0.0514,-0.2567,-0.6841,-0.753,22.4736,3.1508,663,325,338,1.9168
3289.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-80.4001,-0.0083,0.0645,0.1257,-0.2925,0.9347,0.1311,0.4623,0.4623,0.9347,-0.0001,0.0011,-0.0031,0.0003,-0.0017,0.003,0.0002,0.0006,0.0003,-0.0002,-0.0013,0.0003,-0.0011,-0.0028,0.0006,0.0197,-0.028,-0.0745,0.139,0.0899,0.0358,-0.3701,0.0776,32.8244,3.2099,262,132,130,1.6296
2157.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-80.665,0.2828,-0.1289,-0.1171,0.822,0.9018,0.0773,0.6773,0.786,0.9018,0.0045,0.011,0.0041,-0.0005,0.0025,-0.0086,-0.0002,0.0032,-0.006,0.0003,0.0024,-0.0018,0.002,0.0079,-0.0044,0.242,0.0408,0.1195,-0.2484,0.4938,-0.6109,1.691,-0.869,32.2816,3.9587,412,214,198,1.6545
2685.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-80.7803,-0.1557,0.1816,-0.0058,0.0354,0.9663,0.4322,0.4454,0.5903,0.9663,-0.0025,-0.0002,-0.0119,0.0007,0.0033,0.0011,0,-0.0003,0.0002,0,0.0005,-0.0005,0.001,0.0028,-0.0009,-0.0016,-0.1541,0.1377,0.0439,-0.0367,0.0309,0.3524,-0.317,35.4795,3.0356,730,369,361,1.7658
6099.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-81.0148,-0.0737,-0.5211,-0.8287,-0.3496,0.8907,0.2446,0.7986,0.889,0.8907,-0.0012,-0.0021,-0.0061,-0.0021,-0.0056,-0.0102,-0.0011,0.0006,-0.0098,-0.0003,0.0016,-0.0037,-0.0018,0.0035,-0.007,-0.0129,-0.0608,-0.1848,-0.3363,0.0825,-0.9112,0.3364,-0.686,26.6667,2.4667,195,97,98,2.1516
6098.T,Bollingerband/DailyTrail,SMA3SD1.0,2019-09-20,-81.0689,0.0087,-0.0849,-0.3304,-0.4473,0.8163,0.0981,0.4745,0.7015,0.8163,0.0001,-0.002,0.0025,-0.0003,-0.0019,0.0004,-0.0004,-0.0005,-0.0025,-0.0004,-0.0007,-0.0015,-0.0022,-0.0016,-0.0029,-0.0216,0.0303,-0.1007,0.0158,-0.0891,-0.2413,-0.1955,-0.2518,33.3333,3.0386,207,120,87,1.4182
